"id","sch","gr","cltype","hdeg","clad","exp","trace","read","math","ses","schtype","sx","eth","birthq","birthy","yrs","tch","ach_score"
"134894","18","K","reg","BS/BA",NA,10,"B",402,423,"F","inner","M","B","1980:2","1980",0,"284",825
"134905","2","K","small","MS/MA/MEd","1",12,"W",411,449,"N","urban","F","W","1980:3","1980",0,"19",860
"134920","74","K","reg","BS/BA","1",13,"W",437,463,"F","rural","M","W","1979:4","1979",0,"1289",900
"134993","33","K","reg+A","MS/MA/MEd","1",5,"W",419,463,"F","inner","F","B","1980:1","1980",0,"570",882
"135033","26","K","reg+A","BS/BA","1",6,"B",418,500,"F","inner","M","B","1980:3","1980",0,"435",918
"135111","22","K","reg+A","BS/BA","1",7,"W",439,500,"F","inner","F","B","1979:4","1979",0,"355",939
"135133","75","K","reg","MS/MA/MEd","1",11,"W",474,559,"N","rural","M","W","1980:2","1980",0,"1304",1033
"135148","60","K","reg","MA+","1",13,"W",411,454,"F","urban","M","B","1980:2","1980",0,"1036",865
"135200","44","K","reg+A","BS/BA",NA,0,"W",425,454,"F","suburb","M","W","1980:1","1980",0,"733",879
"135209","28","K","reg+A","BS/BA","1",5,"B",413,444,"F","inner","F","B","1980:3","1980",0,"483",857
"135291","73","K","reg+A","BS/BA","1",14,"W",445,500,"N","rural","M","W","1980:3","1980",0,"1274",945
"135306","60","K","small","BS/BA","1",11,"W",403,423,"N","urban","M","W","1980:3","1980",0,"1035",826
"135328","74","K","reg+A","MS/MA/MEd","1",8,"W",445,513,"N","rural","F","B","1980:1","1980",0,"1290",958
"135334","11","K","small","BS/BA","1",11,"W",522,626,"N","rural","F","W","1979:4","1979",0,"175",1148
"135356","49","K","reg+A","BS/BA","1",9,"W",437,478,"F","rural","F","W","1980:2","1980",0,"816",915
"135374","38","K","small","Ed.S","2",8,"W",467,576,"N","rural","F","W","1980:2","1980",0,"649",1043
"13542","44","K","reg","MS/MA/MEd","1",24,"W",436,473,"F","suburb","F","B","1979:4","1979",0,"732",909
"135421","2","K","reg+A","BS/BA","1",17,"W",398,429,"F","urban","F","B","1980:2","1980",0,"21",827
"135435","22","K","reg","BS/BA","APPR",1,"B",408,439,"F","inner","M","B","1980:3","1980",0,"352",847
"135462","27","K","reg","BS/BA",NA,6,"B",450,576,"F","inner","F","B","1979:4","1979",0,"449",1026
"135494","53","K","reg+A","BS/BA","1",9,"W",407,484,"N","inner","F","W","1979:4","1979",0,"912",891
"135516","61","K","small","BS/BA","1",11,"W",434,473,"N","suburb","M","W","1980:2","1980",0,"1048",907
"135553","64","K","reg","BS/BA","1",20,"W",451,478,"F","rural","M","W","1980:1","1980",0,"1105",929
"135600","61","K","reg+A","MS/MA/MEd","1",8,"W",451,528,"N","suburb","M","W","1980:1","1980",0,"1050",979
"135611","21","K","reg+A","BS/BA","1",5,"B",428,500,"F","suburb","M","B","1980:3","1980",0,"333",928
"135642","44","K","small","BS/BA",NA,3,"W",450,449,"F","suburb","F","W","1980:3","1980",0,"731",899
"135658","39","K","small","MS/MA/MEd","1",6,"W",419,444,"F","rural","F","W","1980:3","1980",0,"662",863
"135697","63","K","reg","MS/MA/MEd","1",6,"W",428,473,"N","rural","F","W","1980:1","1980",0,"1077",901
"135703","36","K","reg+A","MS/MA/MEd","1",14,"W",518,494,"N","suburb","F","W","1979:4","1979",0,"625",1012
"135738","33","K","small","BS/BA",NA,14,"B",439,429,"F","inner","F","B","1980:3","1980",0,"568",868
"135792","28","K","small","MS/MA/MEd","1",6,"W",418,399,"F","inner","M","B","1980:1","1980",0,"479",817
"135807","57","K","small","MS/MA/MEd","1",8,"W",445,489,"N","rural","F","W","1980:1","1980",0,"979",934
"135814","61","K","reg","MS/MA/MEd","1",22,"W",431,489,"N","suburb","M","W","1979:4","1979",0,"1049",920
"135841","20","K","reg+A","BS/BA",NA,12,"B",430,439,"N","suburb","F","B","1980:1","1980",0,"313",869
"135852","34","K","reg+A","MS/MA/MEd","1",5,"W",431,459,"F","rural","M","W","1980:2","1980",0,"593",890
"135866","51","K","small","BS/BA","1",16,"B",503,602,"N","suburb","M","W","1980:3","1980",0,"851",1105
"135911","7","K","small","BS/BA","1",4,"W",467,559,"F","rural","F","W","1979:4","1979",0,"85",1026
"135933","42","K","reg","BS/BA","PROB",14,"W",421,454,"N","suburb","M","W","1980:2","1980",0,"713",875
"135991","64","K","small","BS/BA","1",19,"W",443,513,"F","rural","M","W","1979:4","1979",0,"1102",956
"136007","8","K","small","BS/BA","1",8,"W",413,459,"F","rural","M","W","1979:4","1979",0,"111",872
"136044","32","K","reg+A","BS/BA","APPR",0,"W",416,439,"F","inner","M","B","1980:2","1980",0,"546",855
"136059","67","K","reg+A","BS/BA","1",13,"W",414,454,"F","rural","M","W","1980:3","1980",0,"1165",868
"136070","28","K","small","MS/MA/MEd","1",8,"W",463,520,"N","inner","F","B","1979:4","1979",0,"480",983
"136096","68","K","reg","MS/MA/MEd","3",16,"W",500,513,"F","rural","M","W","1980:1","1980",0,"1178",1013
"136112","39","K","reg+A","MS/MA/MEd","1",5,"W",405,484,"N","rural","M","W","1980:1","1980",0,"664",889
"136128","69","K","reg+A","MS/MA/MEd","1",6,"W",403,439,"N","rural","M","W","1980:1","1980",0,"1202",842
"136145","7","K","reg","MS/MA/MEd","1",15,"W",437,506,"F","rural","M","B","1979:1","1979",0,"88",943
"136187","9","K","small","MS/MA/MEd","1",7,"W",463,454,"N","urban","F","W","1980:3","1980",0,"132",917
"136215","8","K","reg+A","MS/MA/MEd","1",12,"W",424,494,"N","rural","F","W","1979:4","1979",0,"115",918
"136236","52","K","reg","MS/MA/MEd","1",12,"W",427,478,"N","suburb","F","W","1980:2","1980",0,"893",905
"136247","17","K","reg","BS/BA","1",0,"W",443,500,"N","suburb","F","W","1979:4","1979",0,"268",943
"136272","22","K","reg","BS/BA","1",11,"W",419,429,"F","inner","F","B","1980:1","1980",0,"353",848
"136279","71","K","small","BS/BA","1",6,"W",407,454,"F","rural","F","W","1979:4","1979",0,"1234",861
"13633","62","K","small","MS/MA/MEd","1",6,"W",414,459,"F","rural","M","W","1980:1","1980",0,"1063",873
"136331","21","K","reg","BS/BA","APPR",1,"B",403,468,"F","suburb","M","B","1980:3","1980",0,"331",871
"136414","22","K","reg+A","BS/BA","1",16,"B",492,478,"F","inner","F","B","1980:2","1980",0,"356",970
"136426","6","K","small","MS/MA/MEd","1",12,"W",419,444,"F","rural","F","W","1980:3","1980",0,"82",863
"13649","30","K","reg+A","MS/MA/MEd","APPR",24,"W",495,559,"F","inner","M","B","1980:1","1980",0,"518",1054
"136496","62","K","reg+A","BS/BA","1",4,"W",407,449,"F","rural","M","W","1980:1","1980",0,"1065",856
"136502","48","K","reg+A",NA,NA,NA,NA,427,489,"F","urban","F","W","1979:4","1979",0,"797",916
"136542","58","K","reg+A","BS/BA","1",3,"W",430,429,"N","suburb","M","W","1980:2","1980",0,"997",859
"136555","20","K","reg","BS/BA",NA,4,"W",430,528,"F","suburb","F","B","1980:3","1980",0,"311",958
"136570","43","K","reg+A","BS/BA","1",17,"W",440,454,"N","suburb","F","W","1980:3","1980",0,"718",894
"136582","45","K","reg+A","BS/BA","1",11,"W",410,439,"F","inner","F","B","1979:4","1979",0,"749",849
"136619","74","K","reg","BS/BA","1",13,"W",386,429,"F","rural","F","W","1980:3","1980",0,"1289",815
"136635","69","K","reg+A","MS/MA/MEd","1",6,"W",468,520,"N","rural","F","W","1980:3","1980",0,"1202",988
"136650","63","K","reg","BS/BA","1",10,"W",478,484,"N","rural","F","W","1980:3","1980",0,"1078",962
"136663","55","K","reg+A","MS/MA/MEd","1",13,"W",408,484,"F","rural","F","W","1978:4","1978",0,"944",892
"13670","40","K","reg+A","MS/MA/MEd","1",21,"W",455,576,"N","rural","F","W","1979:4","1979",0,"680",1031
"136705","28","K","small","MS/MA/MEd","1",8,"W",413,459,"F","inner","F","B","1980:1","1980",0,"480",872
"136710","17","K","small","BS/BA",NA,5,"W",430,484,"N","suburb","M","W","1979:4","1979",0,"266",914
"136827","7","K","small","BS/BA","1",4,"W",545,559,"N","rural","M","W","1980:3","1980",0,"85",1104
"136894","78","K","reg+A","MS/MA/MEd","1",3,"W",407,405,"N","rural","M","W","1980:2","1980",0,"1348",812
"136926","38","K","reg+A","MS/MA/MEd","1",8,"W",430,454,"F","rural","M","W","1980:2","1980",0,"651",884
"13694","16","K","small","BS/BA","APPR",2,"B",418,494,"F","inner","M","B","1980:2","1980",0,"243",912
"136950","55","K","small","BS/BA","1",15,"W",413,473,"F","rural","M","B","1979:4","1979",0,"941",886
"136976","1","K","small","Ed.S","1",14,"W",453,559,"F","rural","F","W","1979:1","1979",0,"1",1012
"136998","8","K","reg","MS/MA/MEd","1",13,"W",437,478,"F","rural","F","W","1979:4","1979",0,"114",915
"137046","80","K","reg","MS/MA/MEd","1",4,"W",430,439,"N","rural","M","W","1979:4","1979",0,"1376",869
"13705","41","K","small","MS/MA/MEd","1",18,"W",497,602,"N","suburb","M","W","1979:3","1979",0,"694",1099
"137089","80","K","small","MS/MA/MEd","1",12,"W",500,602,"N","rural","M","W","1980:1","1980",0,"1375",1102
"137132","70","K","reg+A","BS/BA","2",27,"W",410,459,"N","rural","F","W","1980:2","1980",0,"1218",869
"137152","50","K","reg","MS/MA/MEd","1",13,NA,467,576,NA,"rural","F","W","1980:1","1980",0,"831",1043
"13722","76","K","small","MS/MA/MEd","1",8,"W",425,500,"N","rural","M","W","1979:3","1979",0,"1321",925
"137244","24","K","reg","BS/BA","1",6,"W",402,454,"N","suburb","F","B","1980:2","1980",0,"401",856
"137257","50","K","reg+A","MS/MA/MEd","1",12,"W",431,528,"N","rural","M","W","1980:3","1980",0,"832",959
"137281","8","K","small","BS/BA","1",8,"W",433,478,"N","rural","F","W","1980:1","1980",0,"111",911
"137292","32","K","reg+A","BS/BA","APPR",0,"W",427,489,"F","inner","F","B","1980:2","1980",0,"546",916
"137306","58","K","reg","BS/BA","PEND",3,"W",418,478,"N","suburb","F","B","1980:3","1980",0,"996",896
"137337","9","K","reg","BS/BA","1",8,"W",437,506,"N","urban","F","W","1980:3","1980",0,"137",943
"137358","28","K","reg","MS/MA/MEd","1",7,"W",434,463,"F","inner","M","B","1980:2","1980",0,"481",897
"137387","20","K","small","BS/BA","1",21,"W",500,478,"N","suburb","F","B","1980:3","1980",0,"310",978
"137431","74","K","small","BS/BA","1",14,"W",456,528,"N","rural","F","W","1979:4","1979",0,"1288",984
"137454","57","K","reg+A","MS/MA/MEd","1",8,"W",442,459,"N","rural","F","W","1980:2","1980",0,"981",901
"137483","79","K","small","BS/BA","1",12,"W",436,468,"N","rural","F","W","1980:3","1980",0,"1359",904
"137511","50","K","reg+A","MS/MA/MEd","1",12,"W",419,547,"F","rural","F","W","1979:4","1979",0,"832",966
"137529","5","K","reg","BS/BA","1",8,"W",400,392,"N","rural","M","W","1980:3","1980",0,"68",792
"137558","45","K","reg+A","BS/BA","1",11,"W",400,444,"F","inner","M","B","1979:4","1979",0,"749",844
"137583","20","K","reg+A","BS/BA",NA,12,"B",421,459,"F","suburb","F","B","1980:1","1980",0,"313",880
"13759","40","K","reg","BS/BA","APPR",2,"W",451,449,"F","rural","M","W","1980:1","1980",0,"679",900
"137633","18","K","reg","BS/BA",NA,10,"B",403,478,"F","inner","M","B","1980:1","1980",0,"284",881
"137644","22","K","reg","BS/BA","APPR",1,"B",411,444,"N","inner","M","B","1980:2","1980",0,"352",855
"137655","51","K","reg","BS/BA","1",11,"W",447,494,"N","suburb","M","W","1979:4","1979",0,"852",941
"137704","18","K","small","MS/MA/MEd","1",10,"B",407,449,"F","inner","F","B","1978:4","1978",0,"282",856
"13772","46","K","reg","BS/BA","1",12,"W",442,494,"N","suburb","M","W","1980:2","1980",0,"760",936
"137769","75","K","reg","MS/MA/MEd","1",11,"W",419,489,"N","rural","M","W","1979:3","1979",0,"1304",908
"137782","6","K","reg","BS/BA","APPR",1,"W",405,434,"N","rural","M","W","1979:4","1979",0,"83",839
"137863","9","K","small","BS/BA","1",13,"W",478,536,"N","urban","M","W","1979:4","1979",0,"133",1014
"13791","63","K","reg+A","MA+","1",12,"W",456,484,"F","rural","F","B","1980:1","1980",0,"1080",940
"137916","20","K","reg","BS/BA",NA,4,"W",388,399,"F","suburb","M","B","1980:2","1980",0,"311",787
"137927","33","K","small","BS/BA","APPR",1,"W",414,429,"F","inner","F","B","1979:4","1979",0,"567",843
"137943","70","K","reg+A","BS/BA","2",27,"W",437,444,"N","rural","M","W","1979:4","1979",0,"1218",881
"137979","79","K","small","BS/BA","1",5,"W",467,506,"F","rural","M","W","1980:3","1980",0,"1358",973
"138029","28","K","small","BS/BA",NA,2,"W",390,392,"F","inner","F","B","1980:2","1980",0,"476",782
"138054","60","K","reg+A","BS/BA","APPR",5,"W",422,506,"F","urban","F","W","1979:4","1979",0,"1037",928
"138081","38","K","small","Ed.S","2",8,"W",476,494,"N","rural","F","W","1980:1","1980",0,"649",970
"138093","50","K","reg","MS/MA/MEd","1",13,"W",413,423,"F","rural","M","W","1980:2","1980",0,"830",836
"138119","57","K","reg+A","MS/MA/MEd","1",8,"W",431,500,"N","rural","M","W","1979:4","1979",0,"981",931
"138135","35","K","reg+A","BS/BA","1",12,"W",436,494,"N","rural","M","W","1979:4","1979",0,"608",930
"138154","44","K","reg","MS/MA/MEd","1",24,"W",430,478,"F","suburb","F","B","1980:3","1980",0,"732",908
"138173","70","K","reg+A","BS/BA","2",27,"W",418,513,"F","rural","F","W","1980:2","1980",0,"1218",931
"13818","14","K","reg+A","BS/BA","APPR",1,"B",413,489,"F","inner","M","B","1980:3","1980",0,"217",902
"138219","33","K","reg+A","MS/MA/MEd","1",5,"W",414,439,"F","inner","F","B","1980:3","1980",0,"570",853
"138233","48","K","small","MS/MA/MEd","1",17,"W",465,513,"N","urban","M","W","1980:3","1980",0,"793",978
"138281","79","K","small","BS/BA","1",12,"W",434,489,"N","rural","F","W","1980:3","1980",0,"1359",923
"138303","11","K","reg+A","BS/BA","1",13,"W",483,602,"N","rural","M","W","1980:1","1980",0,"177",1085
"138320","80","K","small","MS/MA/MEd","1",12,"W",447,500,"N","rural","M","W","1980:1","1980",0,"1375",947
"138367","14","K","small","MS/MA/MEd","1",13,"B",413,463,"F","inner","M","B","1980:1","1980",0,"216",876
"138458","5","K","reg","BS/BA","1",8,"W",403,444,"F","rural","F","W","1980:3","1980",0,"68",847
"13852","9","K","reg","BS/BA","1",5,"W",413,439,"F","urban","M","W","1979:2","1979",0,"135",852
"138541","7","K","reg+A","BS/BA","2",9,"W",439,528,"N","rural","M","W","1980:2","1980",0,"90",967
"138570","36","K","reg","BS/BA","1",15,"W",461,489,"N","suburb","M","W","1979:3","1979",0,"624",950
"138618","71","K","reg","BS/BA","1",6,"W",416,489,"F","rural","F","W","1980:3","1980",0,"1236",905
"138667","7","K","reg+A","BS/BA","2",9,"W",490,602,"F","rural","M","W","1980:3","1980",0,"90",1092
"138678","32","K","reg","BS/BA",NA,2,"W",414,444,"F","inner","M","B","1979:4","1979",0,"543",858
"138698","15","K","reg","MS/MA/MEd","1",11,"B",410,444,"F","inner","F","B","1980:3","1980",0,"230",854
"138714","38","K","reg","MS/MA/MEd","1",13,"W",442,463,"F","rural","M","W","1980:3","1980",0,"650",905
"138730","46","K","small","MS/MA/MEd","1",4,"W",445,439,"N","suburb","F","W","1980:3","1980",0,"759",884
"138749","70","K","reg","BS/BA","1",10,"W",422,463,"N","rural","M","W","1980:2","1980",0,"1216",885
"138775","71","K","small","BS/BA","1",20,"W",428,489,"N","rural","F","W","1979:4","1979",0,"1235",917
"138828","56","K","small","BS/BA","APPR",3,"W",402,412,"N","rural","M","W","1979:2","1979",0,"957",814
"138841","15","K","small","BS/BA","1",21,"B",403,454,"F","inner","F","B","1980:3","1980",0,"229",857
"138863","48","K","reg+A","BS/BA","1",13,"W",450,602,"N","urban","M","W","1980:1","1980",0,"796",1052
"138875","58","K","reg","BS/BA","PEND",3,"W",442,478,"N","suburb","F","W","1980:3","1980",0,"996",920
"138929","76","K","small","MS/MA/MEd","1",8,"W",451,489,"F","rural","M","W","1980:1","1980",0,"1321",940
"138945","17","K","reg+A","BS/BA","1",8,"B",538,626,"N","suburb","M","W","1980:1","1980",0,"269",1164
"138991","48","K","reg+A","BS/BA","1",13,"W",422,500,"F","urban","F","W","1980:1","1980",0,"796",922
"139048","29","K","reg+A","MS/MA/MEd","1",17,"W",439,468,"F","inner","M","B","1980:4","1980",0,"504",907
"139094","45","K","reg+A","BS/BA","1",11,"W",430,484,"F","inner","M","B","1980:4","1980",0,"749",914
"139119","48","K","reg+A","BS/BA","1",13,"W",425,489,"F","urban","F","W","1980:1","1980",0,"796",914
"139129","22","K","reg","BS/BA","1",11,"W",518,602,"F","inner","M","B","1980:3","1980",0,"353",1120
"139152","65","K","reg","MS/MA/MEd","1",12,"W",450,484,"F","rural","F","W","1980:1","1980",0,"1124",934
"139192","33","K","reg+A","MS/MA/MEd","1",22,"W",393,418,"F","inner","M","B","1980:4","1980",0,"571",811
"139223","76","K","reg","BS/BA","1",2,"W",474,559,"N","rural","M","W","1979:4","1979",0,"1325",1033
"139245","75","K","reg","MS/MA/MEd","1",13,"W",430,468,"N","rural","M","W","1980:2","1980",0,"1305",898
"139258","56","K","reg","MS/MA/MEd","1",13,"W",405,463,"F","rural","F","W","1980:3","1980",0,"960",868
"139358","43","K","reg","BS/BA",NA,3,"W",430,489,"N","suburb","F","W","1980:2","1980",0,"717",919
"139393","78","K","reg+A","MS/MA/MEd","1",3,"W",430,449,"N","rural","F","W","1980:1","1980",0,"1348",879
"139401","8","K","reg+A","MS/MA/MEd","1",12,"W",439,484,"F","rural","M","W","1980:3","1980",0,"115",923
"139423","10","K","reg+A","MS/MA/MEd","1",12,"W",463,536,"N","urban","F","W","1980:1","1980",0,"164",999
"139482","16","K","reg","MA+","1",8,"W",402,399,"F","inner","F","B","1980:3","1980",0,"244",801
"139498","23","K","reg","BS/BA","1",20,"B",450,528,"F","suburb","F","B","1980:3","1980",0,"382",978
"139546","25","K","small","BS/BA","1",12,"B",428,506,"F","suburb","F","W","1980:3","1980",0,"418",934
"139568","72","K","reg+A","MS/MA/MEd","1",10,"W",419,454,"F","rural","M","W","1980:1","1980",0,"1254",873
"139580","27","K","reg+A","BS/BA","1",10,"B",428,463,"F","inner","M","B","1978:2","1978",0,"451",891
"139617","72","K","reg","MS/MA/MEd","1",12,"W",455,559,"N","rural","M","W","1980:1","1980",0,"1253",1014
"139628","80","K","reg+A","MS/MA/MEd","1",13,"W",437,463,"N","rural","F","W","1980:2","1980",0,"1377",900
"139655","24","K","small","BS/BA","2",13,"W",430,434,"N","suburb","F","B","1979:4","1979",0,"400",864
"139705","32","K","reg+A","BS/BA","APPR",0,"W",391,434,"F","inner","M","B","1980:3","1980",0,"546",825
"139722","10","K","reg+A","MS/MA/MEd","1",12,"W",422,463,"N","urban","F","W","1980:3","1980",0,"164",885
"13975","37","K","reg","BS/BA","1",5,"W",425,489,"N","urban","M","W","1979:4","1979",0,"640",914
"139833","1","K","reg","BS/BA",NA,5,"W",503,463,"N","rural","M","W","1980:3","1980",0,"2",966
"139883","30","K","small","BS/BA","APPR",2,"W",456,513,"F","inner","M","B","1980:3","1980",0,"516",969
"13991","35","K","reg","BS/BA",NA,4,"W",411,444,"F","rural","M","W","1979:4","1979",0,"607",855
"139919","27","K","reg","BS/BA","1",12,"B",467,384,"F","inner","M","B","1980:1","1980",0,"450",851
"139934","23","K","small","BS/BA","PROB",0,"W",478,626,"N","suburb","M","B","1980:2","1980",0,"379",1104
"139951","62","K","reg","BS/BA","1",16,"W",428,444,"N","rural","F","W","1980:1","1980",0,"1064",872
"139962","8","K","reg","MS/MA/MEd","1",13,"W",419,418,"N","rural","F","W","1980:3","1980",0,"114",837
"139982","62","K","reg","BS/BA","1",16,"W",419,484,"N","rural","M","W","1979:2","1979",0,"1064",903
"140001","15","K","small","MS/MA/MEd","3",12,"W",431,478,"F","inner","F","B","1980:1","1980",0,"228",909
"140055","11","K","reg","MS/MA/MEd","2",11,"W",503,602,"F","rural","M","W","1979:4","1979",0,"176",1105
"140091","76","K","small","BS/BA","1",22,"W",402,412,"N","rural","F","W","1980:3","1980",0,"1323",814
"140138","75","K","small","BS/BA","1",3,"W",424,468,"N","rural","F","W","1980:3","1980",0,"1303",892
"140219","22","K","reg+A","BS/BA","1",7,"W",400,449,"F","inner","F","B","1980:3","1980",0,"355",849
"140235","9","K","reg","BS/BA","1",5,"W",545,536,"N","urban","F","W","1980:3","1980",0,"135",1081
"140249","76","K","reg","BS/BA","1",2,"W",410,439,"F","rural","M","W","1979:3","1979",0,"1325",849
"140332","45","K","small","BS/BA",NA,3,"W",436,489,"F","inner","F","B","1980:2","1980",0,"747",925
"140358","46","K","small","MS/MA/MEd","1",4,"W",495,559,"N","suburb","F","W","1979:4","1979",0,"759",1054
"140399","13","K","reg+A","BS/BA","1",6,"W",428,520,"N","rural","M","W","1980:1","1980",0,"206",948
"140414","52","K","reg","MS/MA/MEd","1",12,"W",470,506,"N","suburb","F","W","1980:2","1980",0,"893",976
"140431","44","K","small","BS/BA",NA,3,"W",510,520,"F","suburb","F","B","1980:1","1980",0,"731",1030
"140481","47","K","reg+A","BS/BA","1",15,"W",545,520,"N","rural","F","W","1980:1","1980",0,"777",1065
"140494","23","K","small","BS/BA","PROB",0,"W",463,559,"F","suburb","F","B","1980:2","1980",0,"379",1022
"140540","51","K","reg+A","MA+","1",12,"W",463,506,"N","suburb","F","W","1980:2","1980",0,"855",969
"140558","80","K","reg","MS/MA/MEd","1",4,"W",468,513,"N","rural","F","W","1980:2","1980",0,"1376",981
"140635","9","K","small","BS/BA","1",14,"W",448,494,"F","urban","F","B","1980:3","1980",0,"134",942
"140650","64","K","small","BS/BA","1",19,"W",410,454,"F","rural","M","W","1979:3","1979",0,"1102",864
"140666","43","K","reg+A","BS/BA","1",17,"W",416,449,"N","suburb","M","W","1980:3","1980",0,"718",865
"140682","22","K","reg","BS/BA","APPR",1,"B",414,444,"F","inner","M","B","1980:3","1980",0,"352",858
"140694","13","K","reg","MS/MA/MEd","1",6,"W",485,602,"F","rural","F","W","1980:4","1980",0,"205",1087
"140726","71","K","small","BS/BA","1",20,"W",398,444,"F","rural","F","W","1979:4","1979",0,"1235",842
"14073","68","K","small","MS/MA/MEd","1",8,"W",448,506,"F","rural","M","W","1980:3","1980",0,"1176",954
"140795","72","K","reg","BS/BA","1",8,"W",445,513,"N","rural","F","W","1980:3","1980",0,"1252",958
"140874","54","K","reg+A","BS/BA","1",7,"W",443,489,"N","suburb","M","W","1980:3","1980",0,"928",932
"14089","31","K","reg","BS/BA","PROB",0,"W",425,528,"F","inner","F","B","1980:3","1980",0,"530",953
"140893","48","K","reg","MS/MA/MEd","1",4,"W",440,484,"N","urban","F","W","1980:2","1980",0,"795",924
"140941","62","K","reg+A","BS/BA","1",4,"W",390,454,"N","rural","F","O","1980:2","1980",0,"1065",844
"140967","69","K","reg+A","MS/MA/MEd","1",6,"W",465,489,"F","rural","F","W","1979:4","1979",0,"1202",954
"140985","64","K","reg+A","BS/BA","1",5,"W",433,444,"N","rural","F","W","1980:3","1980",0,"1106",877
"141038","75","K","small","BS/BA","1",3,"W",431,506,"N","rural","F","W","1980:2","1980",0,"1303",937
"141070","58","K","reg","BS/BA","PEND",3,"W",455,463,"N","suburb","M","W","1980:2","1980",0,"996",918
"141089","63","K","reg+A","MS/MA/MEd","1",7,"W",440,500,"N","rural","M","W","1980:1","1980",0,"1079",940
"14109","79","K","reg","BS/BA","1",13,"W",393,412,"F","rural","F","W","1979:2","1979",0,"1361",805
"141131","11","K","reg","MS/MA/MEd","2",11,"W",472,478,"N","rural","F","W","1980:3","1980",0,"176",950
"141149","31","K","reg","BS/BA","PROB",0,"W",448,478,"F","inner","M","B","1980:2","1980",0,"530",926
"141174","48","K","reg+A",NA,NA,NA,NA,458,513,"N","urban","F","W","1979:4","1979",0,"797",971
"141194","66","K","small","BS/BA","1",15,"W",448,484,"N","rural","F","W","1980:3","1980",0,"1139",932
"141280","33","K","reg+A","MS/MA/MEd","1",5,"W",476,500,"F","inner","F","B","1980:1","1980",0,"570",976
"14129","32","K","reg+A","BS/BA",NA,2,"W",410,418,"F","inner","M","B","1980:1","1980",0,"547",828
"141296","5","K","reg+A","BS/BA","1",8,"W",403,459,"F","rural","F","W","1980:1","1980",0,"69",862
"141311","73","K","reg+A","BS/BA","1",14,"W",460,494,"N","rural","M","W","1980:1","1980",0,"1274",954
"141327","70","K","small","MS/MA/MEd","1",15,"W",437,484,"N","rural","M","W","1980:1","1980",0,"1215",921
"141338","10","K","reg","BS/BA","1",3,"W",472,576,"F","urban","F","W","1980:3","1980",0,"163",1048
"141354","20","K","reg+A","BS/BA",NA,12,"B",422,429,"F","suburb","M","B","1979:3","1979",0,"313",851
"141375","68","K","reg+A","BS/BA","1",10,"W",407,473,"F","rural","F","W","1980:1","1980",0,"1179",880
"14138","39","K","small","MS/MA/MEd","1",6,"W",398,459,"F","rural","M","W","1980:3","1980",0,"662",857
"141399","43","K","reg","BS/BA",NA,3,"W",495,602,"N","suburb","F","W","1979:4","1979",0,"717",1097
"141418","15","K","reg","MS/MA/MEd","1",11,"B",440,489,"N","inner","F","B","1980:3","1980",0,"230",929
"141552","17","K","small","BS/BA",NA,5,"W",427,500,"N","suburb","M","W","1980:1","1980",0,"266",927
"141564","33","K","reg+A","MS/MA/MEd","1",5,"W",461,454,"F","inner","M","B","1980:2","1980",0,"570",915
"141593","44","K","reg+A","BS/BA",NA,0,"W",428,463,"F","suburb","F","B","1980:3","1980",0,"733",891
"141611","19","K","small","BS/BA","APPR",2,"W",434,489,"F","inner","F","B","1980:3","1980",0,"286",923
"141655","47","K","small","MS/MA/MEd","PEND",11,"W",437,473,"N","rural","M","W","1979:4","1979",0,"775",910
"141719","68","K","small","BS/BA","1",6,"W",461,500,"F","rural","M","B","1979:4","1979",0,"1175",961
"141735","51","K","reg+A","BS/BA","1",5,"B",465,602,"N","suburb","F","W","1979:4","1979",0,"854",1067
"141757","3","K","reg+A","MS/MA/MEd","1",9,"W",445,478,"F","rural","F","W","1980:2","1980",0,"34",923
"141835","34","K","small","BS/BA","APPR",2,"W",433,500,"F","rural","M","W","1980:3","1980",0,"590",933
"141847","18","K","reg+A","MS/MA/MEd","1",11,"W",410,454,"F","inner","F","B","1979:4","1979",0,"285",864
"141882","4","K","reg+A","BS/BA","1",7,"W",403,489,"F","suburb","M","W","1979:3","1979",0,"54",892
"141900","70","K","reg+A","BS/BA","2",27,"W",436,500,"N","rural","M","W","1980:2","1980",0,"1218",936
"14192","18","K","reg","BS/BA","1",9,"B",434,489,"N","inner","M","B","1980:1","1980",0,"283",923
"141933","29","K","reg+A","MS/MA/MEd","1",17,"W",408,454,"F","inner","M","B","1980:2","1980",0,"504",862
"141967","4","K","reg+A","BS/BA","1",7,"W",407,444,"F","suburb","F","W","1980:1","1980",0,"54",851
"142043","33","K","reg","MS/MA/MEd","PROB",6,"W",398,405,"F","inner","M","B","1980:3","1980",0,"569",803
"142092","37","K","reg+A","BS/BA","PROB",0,"W",437,449,"F","urban","M","W","1980:2","1980",0,"641",886
"142142","80","K","reg","MS/MA/MEd","1",4,"W",436,444,"N","rural","M","W","1980:2","1980",0,"1376",880
"142151","68","K","small","MS/MA/MEd","1",8,"W",470,484,"F","rural","F","B","1979:4","1979",0,"1176",954
"142177","67","K","reg+A","BS/BA","1",13,"W",430,484,"N","rural","F","W","1980:1","1980",0,"1165",914
"142183","73","K","reg+A","BS/BA","1",14,"W",428,463,"F","rural","M","W","1979:4","1979",0,"1274",891
